Denver Basin,,71,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,72,29,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,74,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,75,26,,,,,,,Marginal,,,,,,,,,,present,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,80,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,84,22,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,87,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,92,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,110,15,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,111,35,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,114,22,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,116,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,122,19,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,123,19,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,aff Castanea,124,20,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,129,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,135,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,140,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,145,23,,,,,,,Marginal,,,,,,,,,,,present,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,148,17,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,153,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,155,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,164,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,165,25,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,173,25,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,186,17,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,190,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,193,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,196,19,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,200,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,201,19,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,207,26,,,,,,,Marginal,,,,,,,,,,present,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,212,39,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,301,35,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,372,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,390,25,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,396,15,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,415,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,418,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,436,17,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,438,30,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,450,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,452,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,460,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,535,25,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,540,17,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,544,35,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,586,15,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,587,20,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,590,23,,,,,,,Marginal,,,,,,,,,,,present,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,598,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,606,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,619,22,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,620,25,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,644,14,,,,,,,Marginal,,,,,,,,,,,,,,,,,Palmately Lobed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,645,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,648,17,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,657,39,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,682,25,,,,,,,Marginal,,,,,,,,,,,,present,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,685,35,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,686,22,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,694,16,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,715,29,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Present,Eucamptodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,722,24,,,,,,,Marginal,,,,,,,,,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnate,,,Absent,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,801,33,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,802,31,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Toothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Basin,,807,35,,,,,,,Marginal,,,,,,,,,,,,,,,,,Unlobed,Untoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmate,,,Present,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
